district,ward,village,latitude,langitude,year,hh_served,functional_stat,pump_type,outlet,soak_away_pit,protecte,date_of_last_visit,vpm_visits_yearly,bh_committe,seasonality,aquifer_yield,bh_depth,palatabilit,total_dissolved_solids
Chipinge,16,Musapingura,-20.3947085,32.3519248,2010,18,Fully Functional,Bush Pump Type B,1,True,Yes,2023-05-28,6,Functional,Perennial,11.0,78,True,44
Chipinge,16,Kubatana,-20.4377145,32.374091,1960,0,Non-Functional,National Pump,1,False,Yes,2022-04-26,1,Non-functional,Perennial,37.0,26,False,716
Chipinge,16,Machapuya,-20.4186483,32.46736,1998,10,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-31,1,Non-Functional,Seasonal,0.644398684,96,True,358
Chipinge,16,Kubatana,-20.4300262,32.335226,1992,18,Partially Functional,Bush Pump Type B,1,True,Yes,2023-02-24,4,Functional,Perennial,44.0,30,True,60
Chipinge,16,Chinyamusindo,-20.466971,32.3381126,2004,10,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-24,6,Functional,Seasonal,0.976917641,105,True,254
Chipinge,16,Kondo,-20.4143,32.387913,1989,25,Partially Functional,Bush Pump Type B,1,True,Yes,2023-01-11,5,Functional,Perennial,45.0,101,True,299
Chipinge,16,Chinyamusindo,-20.47424,32.391711,2015,20,Partially Functional,Bush Pump Type B,1,True,Yes,2022-10-09,2,Functional,Perennial,0.180184575,38,True,433
Chipinge,16,Kubatana,-20.4536019,32.3833331,1986,25,Partially Functional,Bush Pump Type B,1,True,Yes,2022-07-02,2,Functional,Perennial,19.0,36,True,457
Chipinge,16,Chinyamusindo,-20.4646212,32.3727518,2005,15,Partially Functional,Bush Pump Type B,1,True,Yes,2023-01-03,6,Functional,Perennial,8.0,102,True,74
Chipinge,18,Kondo,-20.4635863,32.5811464,1989,58,Fully Functional,Bush Pump Type B,1,True,No,2022-03-06,2,Functional,Perennial,41.0,83,True,507
Chipinge,16,Chinyamusindo,-20.459816,32.3397987,1988,35,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-16,6,Functional,Perennial,48.0,21,True,182
Chipinge,16,Betura,-20.435131,32.3581814,1999,14,Fully Functional,Bush Pump Type B,1,True,Yes,2022-08-17,2,Functional,Perennial,10.0,83,False,851
Chipinge,16,Kondo,-20.4006152,32.3881853,2002,0,Non-Functional,Bush Pump Type B,1,False,Yes,2022-06-13,1,Functional,Perennial,21.0,29,True,283
Chipinge,16,Chinyamusindo,-20.4658596,32.388246,2010,0,Non-Functional,Bush Pump Type B,1,False,Yes,2022-03-02,1,Non-existent,Seasonal,0.968732028,58,False,840
Chipinge,16,Chinyamusindo,-20.4657077,32.3783596,1960,10,Fully Functional,National Pump,1,False,Yes,2022-08-11,1,Non-Functional,Seasonal,0.487622752,42,False,606
Chipinge,16,Betura,-20.4331385,32.358313,1998,14,Partially Functional,Bush Pump Type B,1,True,Yes,2023-04-02,6,Functional,Perennial,12.0,46,True,10
Chipinge,16,Chinyamusindo,-20.4752921,32.373072,1990,10,Fully Functional,National Pump,1,False,Yes,2023-02-13,3,Functional,Seasonal,21.0,28,False,900
Chipinge,16,Chinyamusindo,-20.4589,32.3867313,1992,30,Partially Functional,Bush Pump Type B,1,False,Yes,2022-06-10,2,Functional,Seasonal,38.0,97,True,423
Chipinge,16,Chinyamusindo,-20.4653207,32.367979,1990,10,Fully Functional,Bush Pump Type B,1,False,Yes,2022-05-28,2,Functional,Seasonal,0.969433902,52,False,902
Chipinge,16,Kondo,-20.4140019,32.3341115,2016,25,Partially Functional,Bush Pump Type B,1,True,Yes,2023-05-16,3,Functional,Perennial,41.0,86,True,15
Chipinge,16,Chinyamusindo,-20.456301,32.3425425,2013,10,Partially Functional,Bush Pump Type B,1,False,No,2022-05-04,2,Functional,Perennial,43.0,114,True,49
Chipinge,18,Muneirirwa,-20.4106763,32.5909466,1987,10,Non-Functional,Bush Pump Type B,1,False,Yes,2023-04-01,3,Non-existent,Perennial,28.0,44,False,779
Chipinge,16,Kubatana,-20.4289194,32.3786268,2012,32,Fully Functional,National Pump,1,True,Yes,2022-12-11,2,Non-Functional,Perennial,24.0,105,True,454
Chipinge,16,Chinyamusindo,-20.4759228,32.3851739,1966,37,Fully Functional,Bush Pump Type A,1,False,No,2022-11-17,1,Non-Functional,Seasonal,0.384962775,35,False,911
Chipinge,16,Kondo,-20.4002117,32.3896526,2008,18,Partially Functional,Bush Pump Type B,1,True,Yes,2022-07-01,2,Functional,Perennial,39.0,106,True,53
Chipinge,16,Kondo,-20.404165,32.3866022,1998,60,Partially Functional,Bush Pump Type B,1,True,Yes,2023-05-21,6,Functional,Perennial,13.0,115,True,566
Chimanimani,6,Doriyo,-19.7325567,32.5706011,2013,19,Fully Functional,Bush Pump Type B,1,True,Yes,2023-03-21,3,Functional,Perennial,35.0,62,True,287
Mutare,5,Chikukurume,-19.0359478,32.4935249,1998,54,Fully Functional,Bush Pump Type B,1,True,Yes,2023-03-29,3,Functional,Perennial,43.0,112,True,19
Chimanimani,6,Doriyo,-19.7275403,32.569482,1986,45,Fully Functional,Bush Pump Type A,1,False,Yes,2023-02-18,5,Functional,Perennial,9.0,87,True,527
Chimanimani,19,Ruchiyo,-19.8482757,32.5882819,1965,38,Fully Functional,Bush Pump Type B,1,False,No,2023-02-03,3,Functional,Perennial,0.180840336,29,True,453
Nyanga,1,Tizora,-17.3698725,32.9597146,1990,29,Fully Functional,Bush Pump Type B,1,False,Yes,2022-08-07,2,Non-Functional,Perennial,0.14415737,71,False,843
Chimanimani,19,Hanganyi,-19.843411,32.5485356,1999,20,Partially Functional,Bush Pump Type A,1,True,Yes,2023-02-03,4,Functional,Perennial,0.383454287,57,True,574
Mutasa,7,Chipupuri,-18.5512511,32.2214304,1990,18,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-22,6,Functional,Perennial,14.0,81,True,590
Mutasa,7,Chitsunge,-18.5281455,32.7768975,1999,16,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-21,5,Functional,Perennial,0.847088398,104,True,257
Nyanga,7,Nyangwande Village,-17.7748664,32.5630559,1988,18,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-23,4,Functional,Perennial,9.0,103,True,416
Nyanga,7,Mazarura,-17.2602443,32.1622246,1992,30,Fully Functional,Bush Pump Type B,1,True,No,2023-05-20,5,Functional,Seasonal,46.0,95,False,765
Nyanga,7,Nyamutowera,-17.2321444,32.5214322,2004,28,Partially Functional,Bush Pump Type A,1,False,No,2022-06-30,2,Functional,Seasonal,0.460162155,48,True,331
Nyanga,7,Mazarura,-17.7310619,32.6332168,1989,10,Partially Functional,Bush Pump Type B,1,True,Yes,2023-01-16,4,Functional,Perennial,0.412562069,102,True,316
Chipinge,17,Gangandhlovhu,-20.360121,32.5147,2015,22,Fully Functional,Bush Pump Type B,1,True,Yes,2022-03-01,2,Functional,Perennial,29.0,31,True,549
Chipinge,17,Gwinji Nyagadza A 3,-20.4576964,32.4941447,1986,15,Non-Functional,Submersible Pump,2,False,No,2022-03-12,1,Non-existent,Perennial,0.637785041,24,False,644
Chipinge,17,Muyambo .,-20.4405311,32.5145482,2005,40,Non-Functional,Mono Pump,5,False,Yes,2022-06-30,2,Functional,Perennial,16.0,30,True,485
Chipinge,17,Chaponi Chikore Area.,-20.3912871,32.4860584,1989,50,Non-Functional,Bush Pump Type B,1,False,Yes,2022-09-10,1,Non-functional,Perennial,0.145538837,81,True,343
Chipinge,17,Mbiri C 1 Nyagadza.,-20.5177544,32.47214,1988,12,Non-Functional,Bush Pump Type B,1,False,Yes,2023-03-29,3,Functional,Perennial,20.0,84,True,339
Chipinge,17,Tineengana Bangira,-20.4543314,32.5121542,1999,23,Partially Functional,Bush Pump Type A,1,False,Yes,2023-04-01,6,Functional,Perennial,0.133886867,88,True,549
Chipinge,17,Mwazoonei.,-20.412707,32.5059155,2002,26,Fully Functional,Bush Pump Type B,1,True,Yes,2023-05-10,6,Functional,Perennial,23.0,48,False,772
Chipinge,17,Gadzingo,-20.4039989,32.5385404,2010,45,Non-Functional,Bush Pump Type B,1,False,Yes,2022-01-28,1,Non-functional,Perennial,0.859853248,49,True,72
Nyanga,5,Sachiwo,-17.6075754,32.1676782,1960,11,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-09,6,Functional,Perennial,23.0,114,True,62
Mutasa,17,Danhama,-18.6297922,32.6232646,1998,15,Fully Functional,Bush Pump Type B,1,False,No,2023-01-07,4,Functional,Perennial,0.604971319,78,True,294
Nyanga,5,Kutondonera,-17.5811658,32.9341938,1990,10,Non-Functional,Bush Pump Type B,1,False,Yes,2022-08-14,1,Functional,Seasonal,0.720073163,97,True,75
Nyanga,5,Kutondonera,-17.5834311,32.9292228,1992,32,Fully Functional,Bush Pump Type B,1,True,Yes,2022-10-27,2,Functional,Seasonal,43.0,101,True,220
Nyanga,5,Makoma,-17.6430312,32.138876,1990,37,Partially Functional,Bush Pump Type B,1,False,Yes,2023-04-29,3,Functional,Seasonal,0.879443351,92,True,257
Nyanga,5,Buseta,-17.5253541,32.415502,2016,18,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-22,3,Functional,Perennial,12.0,61,True,368
Nyanga,5,Chiwarira,-17.6617782,32.9669233,2013,60,Non-Functional,Bush Pump Type B,1,True,No,2022-07-06,1,Functional,Seasonal,0.707553055,52,True,308
Nyanga,5,Makoma,-17.642356,32.142213,1987,19,Partially Functional,Bush Pump Type B,1,False,Yes,2023-05-09,6,Functional,Seasonal,0.196397065,92,True,579
Nyanga,5,Chiwarira,-17.65813,32.16521,2012,54,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-24,6,Functional,Seasonal,0.632931346,60,True,92
Nyanga,5,Mapara,-17.6576895,32.9131596,1966,45,Partially Functional,Bush Pump Type B,1,False,Yes,2022-07-29,2,Functional,Seasonal,0.263093388,68,True,493
Nyanga,5,Chiwarira,-17.6669827,32.9584298,2008,38,Fully Functional,Bush Pump Type B,2,False,Yes,2023-02-19,3,Functional,Perennial,0.013133483,109,True,366
Mutasa,5,Mukupe,-18.4368777,32.8951801,1998,29,Fully Functional,Bush Pump Type B,1,False,Yes,2022-02-22,1,Non-Functional,Perennial,15.0,108,False,743
Nyanga,5,Musekapadzuru,-17.6269162,32.9642396,2013,20,Partially Functional,Bush Pump Type B,1,True,No,2023-01-06,5,Functional,Seasonal,0.42839157,28,True,424
Nyanga,5,Kambarami,-17.6304,32.138709,1998,18,Fully Functional,Bush Pump Type B,1,False,No,2022-12-03,1,Non-existent,Seasonal,0.047816836,110,True,117
Nyanga,5,Chiwarira,-17.6715678,32.9699956,1986,16,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-22,4,Functional,Seasonal,0.490654993,98,True,67
Nyanga,5,Kanyanani,-17.5628122,32.9688199,1965,18,Fully Functional,Bush Pump Type B,1,False,No,2022-10-15,2,Functional,Seasonal,0.231230727,76,True,19
Nyanga,10,Masaya,-17.7346359,32.9523244,1990,30,Partially Functional,Bush Pump Type B,1,True,Yes,2023-05-18,3,Functional,Perennial,48.0,106,True,183
Chimanimani,11,Jantia,-19.7147623,32.8880679,1999,28,Fully Functional,Bush Pump Type B,1,False,No,2023-01-14,4,Functional,Perennial,0.523670271,92,True,116
Chipinge,16,Bare,-20.4436272,32.344021,1990,10,Fully Functional,Bush Pump Type B,1,True,Yes,2023-02-16,3,Functional,Perennial,26.0,97,True,330
Chipinge,16,Bare,-20.4434559,32.3442409,1999,22,Fully Functional,Bush Pump Type B,1,True,Yes,2023-05-26,3,Functional,Perennial,28.0,86,True,107
Mutare,20,Dick,-19.246671,32.5781252,2015,15,Non-Functional,Bush Pump Type B,1,False,Yes,2022-11-25,1,Non-existent,Seasonal,0.570601247,33,True,582
Mutare,23,Jangwa,-19.353586,32.3274237,1986,40,Non-Functional,Bush Pump Type B,1,False,No,2022-12-25,1,Functional,Perennial,36.0,106,True,524
Mutare,23,Mafunde,-19.4043298,32.2518826,2005,50,Partially Functional,Bush Pump Type B,1,False,Yes,2023-03-13,6,Functional,Perennial,0.044898127,34,False,997
Mutasa,11,Nhira/Machingura,-18.5742927,32.6411267,1989,12,Fully Functional,Submersible Pump,1,False,Yes,2022-11-04,2,Functional,Perennial,12.0,107,True,73
Mutasa,11,Nevengo,-18.5578955,32.6333206,1988,23,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-25,3,Functional,Perennial,9.0,73,True,72
Mutasa,11,Sakupwanya,-18.6190992,32.6326923,1999,26,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-13,4,Functional,Perennial,6.0,37,True,154
Mutasa,11,Mutamangira,-18.5856031,32.6461804,2002,40,Fully Functional,Bush Pump Type B,1,True,Yes,2023-05-28,6,Functional,Perennial,26.0,108,True,544
Mutasa,11,Sakupwanya,-18.6130584,32.6443076,2010,58,Partially Functional,Bush Pump Type B,1,False,Yes,2022-03-05,2,Functional,Perennial,12.0,78,True,138
Mutasa,11,Nevengo,-18.5742313,32.6410176,1992,18,Fully Functional,Submersible Pump,1,False,Yes,2023-04-18,6,Functional,Perennial,0.997988762,41,True,202
Mutasa,11,Nyamunokora A,-18.574244,32.6415,2004,15,Fully Functional,Submersible Pump,6,False,Yes,2022-06-11,2,Functional,Perennial,28.0,33,True,100
Mutasa,11,Administrative Centre,-18.5554804,32.6476866,1989,9,Partially Functional,Bush Pump Type B,1,False,Yes,2022-12-17,1,Non-existent,Perennial,15.0,54,True,134
Mutasa,11,Maonya,-18.5589343,32.6490438,2015,10,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-17,3,Functional,Perennial,39.0,48,True,289
Mutasa,23,Grange A,-18.884132,32.5294127,1986,28,Fully Functional,Bush Pump Type B,1,False,No,2023-05-02,6,Functional,Perennial,47.0,45,True,66
Mutasa,11,Mutamangira,-18.5741561,32.64188,2005,18,Fully Functional,Submersible Pump,4,False,Yes,2023-03-12,5,Functional,Perennial,7.0,23,True,36
Mutasa,11,Nyamunokora B,-18.572824,32.6645546,1989,45,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-05,6,Functional,Perennial,24.0,52,True,118
Mutasa,23,Faiview,-18.8777899,32.618037,1988,22,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-04,5,Functional,Perennial,46.0,27,False,650
Mutasa,11,Sakupwanya,-18.6161554,32.6392871,1999,34,Fully Functional,Bush Pump Type B,2,False,Yes,2023-05-14,3,Functional,Perennial,13.0,73,True,82
Mutasa,23,Faiview,-18.8634873,32.6136924,2002,22,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-13,6,Functional,Perennial,7.0,62,True,373
Mutasa,11,Nevengo,-18.5610802,32.6416321,2010,60,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-24,4,Functional,Perennial,13.0,63,True,246
Mutasa,23,Grange B,-18.8777459,32.5315704,1960,28,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-18,6,Functional,Perennial,39.0,62,True,264
Mutasa,11,Mawoyo  -Pafiwa Secondary School,-18.5742138,32.640985,1998,10,Fully Functional,Submersible Pump,1,False,Yes,2023-04-13,4,Functional,Perennial,34.0,26,True,488
Mutasa,11,Nyamunokora B,-18.5685859,32.6501515,1990,9,Partially Functional,Bush Pump Type B,1,False,Yes,2023-03-07,3,Functional,Perennial,17.0,42,False,784
Mutasa,23,Envant Saungwema,-18.8646664,32.5987953,1992,50,Partially Functional,Bush Pump Type B,1,True,Yes,2022-05-05,2,Functional,Perennial,6.0,53,True,492
Mutasa,11,Nevengo,-18.5613611,32.6365737,1990,55,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-06,4,Functional,Perennial,5.0,56,True,449
Mutasa,11,Matiza,-18.5976297,32.6513411,2016,27,Fully Functional,Bush Pump Type B,1,True,Yes,2023-05-03,3,Functional,Perennial,18.0,28,True,77
Mutasa,11,Nhira/Machingura,-18.5811045,32.6329022,2013,25,Fully Functional,Bush Pump Type B,1,True,Yes,2022-07-21,2,Functional,Perennial,6.0,74,True,376
Chipinge,30,Palamuke,-21.2595096,32.4099292,1987,38,Partially Functional,Bush Pump Type B,1,False,Yes,2023-05-14,3,Functional,Perennial,18.0,94,True,263
Chipinge,30,Hlamalani,-21.2624749,32.4246122,2012,15,Fully Functional,Bush Pump Type B,1,False,Yes,2022-07-23,1,Non-Functional,Perennial,37.0,22,True,498
Mutasa,22,Beauliu,-18.9089491,32.6295001,1966,17,Fully Functional,Bush Pump Type B,1,False,No,2023-02-25,3,Functional,Perennial,27.0,71,True,337
Chipinge,30,Matukuteya,-21.26711,32.4256412,2008,16,Partially Functional,Bush Pump Type B,1,False,Yes,2022-06-05,1,Non-Functional,Perennial,42.0,93,True,34
Chipinge,30,Palamuke,-21.2660222,32.4150457,1998,53,Partially Functional,Bush Pump Type B,1,False,Yes,2022-11-11,2,Non-Functional,Seasonal,46.0,33,True,20
Chipinge,30,Mahohoma,-21.535429,32.3342123,2013,15,Partially Functional,Bush Pump Type B,1,True,Yes,2023-03-21,3,Functional,Perennial,20.0,55,True,412
Mutare,30,Tarindwa,-19.5815705,32.3405048,1998,25,Non-Functional,Bush Pump Type B,1,False,Yes,2023-02-06,3,Non-existent,Perennial,30.0,111,True,65
Chipinge,30,Ndhlondhlo,-21.301349,32.4441527,1986,10,Non-Functional,Bush Pump Type B,1,False,Yes,2022-11-16,1,Non-existent,Perennial,37.0,50,False,945
Mutasa,11,Kupeta/Mazimauya,-18.6277852,32.6454302,1965,32,Partially Functional,Bush Pump Type B,1,False,Yes,2022-04-15,2,Non-existent,Seasonal,0.457226581,27,False,661
Mutasa,11,Mandeya,-18.5241243,32.1403318,1990,37,Fully Functional,Submersible Pump,3,False,Yes,2022-05-26,2,Functional,Perennial,19.0,50,True,428
Mutare,30,Rambai,-19.5714354,32.3083276,1999,18,Non-Functional,Bush Pump Type A,1,False,Yes,2022-11-13,2,Non-existent,Perennial,44.0,22,False,664
Mutasa,22,Brookesville,-18.9256995,32.508436,1990,60,Partially Functional,Bush Pump Type B,1,False,Yes,2022-01-01,2,Functional,Seasonal,0.086592122,93,True,234
Chipinge,30,Palamuke,-21.2624734,32.4118949,1999,19,Fully Functional,Bush Pump Type B,1,False,Yes,2022-03-10,2,Functional,Perennial,24.0,92,True,574
Mutasa,11,Farirayi,-18.5991066,32.6597041,1993,54,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-26,3,Functional,Perennial,36.0,73,True,120
Mutasa,11,Manatse,-18.5870121,32.6684161,1993,45,Partially Functional,Bush Pump Type B,1,False,Yes,2022-08-20,2,Functional,Perennial,23.0,60,True,510
Mutare,30,Gamunorwa,-19.6379822,32.4615758,2015,38,Non-Functional,Bush Pump Type B,1,False,Yes,2022-03-02,1,Non-existent,Perennial,39.0,112,True,68
Mutare,30,Rombe,-19.6539315,32.385757,2017,29,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-03,2,Non-existent,Perennial,8.0,83,True,163
Mutasa,11,Manatse,-18.5845473,32.6660572,1989,20,Fully Functional,Bush Pump Type B,1,False,Yes,2022-06-27,2,Functional,Perennial,36.0,63,True,323
Mutare,30,Muedzengwa,-19.6801739,32.3806548,1957,18,Partially Functional,Bush Pump Type A,1,False,Yes,2022-08-25,2,Functional,Perennial,0.685018907,34,True,465
Mutasa,11,Makomva,-18.5712713,32.6679085,1996,16,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-29,3,Functional,Perennial,43.0,34,False,723
Mutare,30,Tonhorai,-19.6551621,32.344317,2017,18,Non-Functional,Bush Pump Type B,1,False,Yes,2022-09-07,1,Non-existent,Perennial,0.848083519,54,True,199
Mutasa,11,Dziire,-18.5939627,32.6653267,1973,30,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-07,6,Functional,Perennial,32.0,107,True,542
Mutare,28,Masasi,-19.4594644,32.4040391,1975,28,Partially Functional,Bush Pump Type B,1,False,Yes,2022-09-08,2,Non-Functional,Perennial,19.0,48,True,498
Chipinge,30,Chingele,-21.252004,32.313461,1992,10,Partially Functional,Bush Pump Type B,1,False,Yes,2023-02-15,4,Functional,Perennial,0.943792352,44,True,430
Chipinge,30,Mwanamuni,-21.246661,32.3122391,2004,22,Partially Functional,Bush Pump Type B,1,False,Yes,2022-01-21,2,Non-Functional,Perennial,14.0,54,True,346
Mutare,28,Masasi,-19.4465566,32.4074235,1989,15,Fully Functional,Bush Pump Type B,1,False,No,2023-04-26,5,Functional,Perennial,34.0,28,True,40
Chipinge,30,Mahohoma,-21.152415,32.3141883,2015,40,Non-Functional,Bush Pump Type B,1,False,No,2023-04-10,3,Non-existent,Perennial,24.0,101,True,189
Mutare,30,Rombe,-19.6300781,32.3937022,1986,50,Non-Functional,Bush Pump Type B,1,False,Yes,2022-01-28,1,Non-existent,Perennial,49.0,78,True,290
Chipinge,30,Mahohoma,-21.1223208,32.234517,2005,12,Partially Functional,Bush Pump Type B,1,False,Yes,2023-01-10,6,Functional,Perennial,37.0,100,True,587
Mutare,30,Chibiya,-19.6635044,32.2876469,1989,23,Non-Functional,Bush Pump Type B,1,False,Yes,2022-04-02,1,Non-existent,Seasonal,0.906583994,92,True,422
Mutare,30,Rombe,-19.6505629,32.3919661,1988,26,Fully Functional,Bush Pump Type B,1,False,Yes,2022-04-26,2,Non-existent,Perennial,43.0,88,True,488
Mutasa,11,Chawafambira,-18.6290933,32.6712605,1999,55,Non-Functional,Bush Pump Type B,1,True,No,2022-02-10,2,Functional,Perennial,0.719371986,89,True,101
Mutare,11,Tangai,-19.1819312,32.420805,2002,50,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-20,5,Functional,Perennial,13.0,108,True,123
Mutare,30,Tonhorai,-19.6663018,32.3398614,2010,50,Non-Functional,Bush Pump Type B,1,False,Yes,2022-01-09,1,Functional,Seasonal,0.863309243,25,True,212
Mutare,30,Rombe,-19.6630974,32.379514,1960,25,Fully Functional,Bush Pump Type B,1,False,Yes,2022-05-11,1,Non-existent,Perennial,15.0,111,True,358
Makoni,24,Pawiremhanzi,-18.7218747,31.8439292,1998,29,Partially Functional,Bush Pump Type A,1,False,Yes,2023-03-23,3,Functional,Perennial,27.0,58,True,292
Chipinge,30,Mahohoma,-21.1377975,32.3005725,1990,11,Partially Functional,Bush Pump Type B,1,False,Yes,2022-01-27,2,Functional,Seasonal,0.341831195,70,True,525
Chipinge,30,Uketi,-21.2874118,32.4403467,1992,18,Fully Functional,Bush Pump Type B,1,False,Yes,2022-12-13,1,Non-Functional,Perennial,45.0,102,True,468
Mutasa,11,Chitowa,-18.5337724,32.64285,1990,28,Partially Functional,Bush Pump Type B,1,False,Yes,2023-05-10,6,Functional,Perennial,12.0,47,True,535
Makoni,24,Hatirarami,-18.7293962,31.8357137,2016,11,Partially Functional,Bush Pump Type B,1,False,Yes,2023-05-05,4,Functional,Perennial,26.0,87,True,533
Mutare,30,Chiadzwa,-19.6133976,32.3326599,2013,40,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-10,5,Functional,Perennial,14.0,35,True,434
Mutasa,11,Mandeya,-18.5708364,32.63614,1987,8,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-09,6,Functional,Perennial,41.0,33,True,139
Mutasa,11,Chitowa,-18.5393527,32.6423274,2012,19,Fully Functional,Bush Pump Type B,1,True,Yes,2023-05-08,5,Functional,Perennial,39.0,47,False,800
Mutare,30,Charamba,-19.5645197,32.2923138,1966,29,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-23,6,Functional,Perennial,44.0,96,True,443
Mutare,28,Masasi,-19.4777771,32.3868343,2008,10,Non-Functional,Bush Pump Type A,1,False,Yes,2022-08-25,1,Functional,Perennial,43.0,58,True,356
Mutare,30,Kuudzehwe,-19.5769264,32.3290482,1998,15,Non-Functional,Bush Pump Type A,1,False,Yes,2023-01-24,3,Non-existent,Perennial,8.0,98,True,461
Mutare,2,25A,-19.1446904,32.1295382,2013,46,Non-Functional,National Pump,1,False,No,2023-05-28,3,Non-functional,Perennial,0.019828491,51,False,859
Mutasa,11,Administrative Centre,-18.5467056,32.645759,1998,45,Fully Functional,Bush Pump Type B,1,True,Yes,2022-02-20,2,Non-existent,Perennial,24.0,80,True,508
Chipinge,27,Mandhleyeni,-20.13414,32.158513,1986,12,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-14,4,Functional,Perennial,19.0,96,True,15
Chipinge,12,Holland Committe Of 7,-20.3253278,32.5399425,1965,0,Non-Functional,Mono Pump,1,False,No,2023-01-20,3,Non-existent,Seasonal,0.672256328,51,False,991
Chipinge,12,Holland Committe Of 7,-20.320557,32.5608227,1990,50,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-20,4,Functional,Perennial,21.0,75,True,485
Chipinge,19,Merino,-20.4673372,32.6538086,1999,18,Partially Functional,Bush Pump Type B,1,False,Yes,2023-01-16,5,Functional,Perennial,0.454007873,35,False,759
Chipinge,12,Isis Committe Of 7,-20.3176531,32.5236718,1990,0,Non-Functional,Mono Pump,1,False,No,2022-05-03,1,Non-existent,Seasonal,0.890313936,57,False,614
Chipinge,12,Isis Committe Of 7,-20.3157351,32.526441,1999,30,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-28,4,Functional,Perennial,22.0,105,True,569
Buhera,10,Chimombe,-19.1431988,31.7946828,2012,60,Fully Functional,Bush Pump Type B,1,False,Yes,2022-08-25,2,Non-Functional,Perennial,38.0,24,True,281
Chipinge,27,Chizarire,-20.9898289,32.1731125,1966,60,Partially Functional,Bush Pump Type B,1,True,Yes,2023-04-29,3,Functional,Seasonal,0.738640394,73,True,483
Chipinge,12,Isis Committe Of 7,-20.3213594,32.5279272,2008,0,Non-Functional,Mono Pump,1,False,No,2022-12-16,2,Non-existent,Seasonal,49.0,55,False,635
Chipinge,12,Holland Committe Of 7,-20.323143,32.534018,1918,25,Fully Functional,Bush Pump Type B,1,True,Yes,2023-04-07,5,Functional,Perennial,49.0,94,False,654
Chipinge,27,Mandhleyeni,-20.9290968,32.1596521,2013,10,Non-Functional,Bush Pump Type B,1,False,Yes,2023-05-20,3,Functional,Perennial,15.0,64,True,562
Buhera,25,Tambudzai,-19.5565092,32.1706923,1998,32,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-27,3,Functional,Perennial,29.0,64,True,267
Chipinge,12,Deelforntein Committe Of 7,-20.275766,32.6470545,1986,37,Non-Functional,Mono Pump,2,False,Yes,2022-05-10,1,Functional,Perennial,22.0,58,False,875
Chipinge,12,Isis Committe Of 7,-20.3164414,32.531231,1965,18,Non-Functional,Mono Pump,1,False,No,2022-06-25,1,Non-existent,Perennial,0.673753426,61,False,917
Chipinge,12,Isis Committe Of 7,-20.3172365,32.5304657,1990,60,Non-Functional,Mono Pump,1,False,No,2023-01-17,3,Non-existent,Perennial,0.786275262,95,False,997
Chipinge,27,Vheneka,-20.9543494,32.1602788,1999,19,Non-Functional,Bush Pump Type B,1,True,Yes,2023-04-30,3,Non-existent,Perennial,0.975684094,96,True,33
Chipinge,27,Murambiwa,-20.9725417,32.1582463,1990,54,Non-Functional,Bush Pump Type B,1,False,Yes,2022-07-11,1,Functional,Perennial,49.0,98,True,490
Chipinge,27,Zikhuyumo,-20.187719,32.16524,1992,45,Fully Functional,Bush Pump Type B,1,False,Yes,2022-07-18,2,Functional,Perennial,19.0,96,True,12
Buhera,10,Chimombe,-19.141234,31.22424,2004,38,Fully Functional,Bush Pump Type A,1,True,No,2023-01-19,4,Functional,Perennial,33.0,85,True,126
Nyanga,5,Aripawo B,-17.6511378,32.9723102,1989,29,Non-Functional,Bush Pump Type B,1,False,No,2022-04-03,1,Functional,Seasonal,0.988876662,22,True,597
